Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Math (18x18),Chip Globals,PLL,DLL
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_113/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_114/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_115/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_116/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_117/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_118/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_119/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_120/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_121/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/MSC_i_111/MSC_i_122/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_109/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_124/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_126/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_127/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_128/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_129/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_130/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_131/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_132/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_133/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_134/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_135/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/MSC_i_125/MSC_i_136/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/MSC_i_123/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_107/Primitives,46,24,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_106/MSC_i_137/Primitives,0,0,252,252,0,0,0,7,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_11/MSC_i_12/MSC_i_13/Primitives,147,206,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_11/MSC_i_12/Primitives,61,41,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_11/MSC_i_14/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_15/MSC_i_16/MSC_i_17/Primitives,140,209,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_15/MSC_i_16/Primitives,47,37,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_15/MSC_i_18/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_19/MSC_i_20/MSC_i_21/Primitives,2,7,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_19/MSC_i_20/Primitives,22,13,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_24/Primitives,305,445,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_26/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_28/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_29/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_30/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_31/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_32/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_33/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_34/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_35/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_36/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/MSC_i_27/MSC_i_37/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_25/Primitives,9,10,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_39/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_41/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_42/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_43/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_44/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_45/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_46/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_47/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_48/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_49/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/MSC_i_40/MSC_i_50/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/MSC_i_38/Primitives,9,10,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_23/Primitives,58,23,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_22/MSC_i_51/Primitives,0,0,144,144,0,0,0,4,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_54/Primitives,188,269,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_56/MSC_i_57/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_56/MSC_i_58/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_56/MSC_i_59/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_56/MSC_i_60/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_56/MSC_i_61/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/MSC_i_62/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_55/Primitives,215,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_63/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_64/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_66/Primitives,2,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_67/MSC_i_68/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_67/MSC_i_69/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_67/MSC_i_70/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_67/MSC_i_71/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/MSC_i_67/MSC_i_72/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/MSC_i_65/Primitives,4,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_53/Primitives,97,15,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_6/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_52/MSC_i_73/mem_mem_0_7/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_105/Primitives,0,0,108,108,0,0,0,3,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_76/Primitives,200,137,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_78/Primitives,4,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_80/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_81/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_82/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_83/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_84/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_85/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_86/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_87/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_88/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_89/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/MSC_i_79/MSC_i_90/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_77/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_92/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_100/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_101/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_102/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_103/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_104/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_94/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_95/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_96/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_97/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_98/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/MSC_i_93/MSC_i_99/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/MSC_i_91/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/MSC_i_74/MSC_i_75/Primitives,47,24,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_10/Primitives,273,1424,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_140/Primitives,16,17,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_141/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_142/Primitives,0,80,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_143/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_144/Primitives,178,89,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_145/Primitives,0,72,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_147/Primitives,178,89,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_148/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_150/Primitives,13,8,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_151/Primitives,140,16,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_152/Primitives,22,8,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_153/Primitives,22,8,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_154/Primitives,130,48,0,0,0,0,0,0,0,0,0,0
