Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Math (18x18),Chip Globals,PLL,DLL
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_155/Primitives,22,8,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/MSC_i_156/Primitives,22,8,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_149/Primitives,235,81,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_157/Primitives,110,61,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_158/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_159/Primitives,180,89,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_160/Primitives,1,15,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_161/Primitives,123,59,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_162/Primitives,178,89,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_163/Primitives,0,80,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/MSC_i_164/Primitives,111,59,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_139/Primitives,456,181,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_165/MSC_i_166/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_167/MSC_i_168/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_169/Primitives,54,37,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/MSC_i_170/MSC_i_171/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_138/Primitives,147,114,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_173/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_174/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_175/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_176/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_177/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_178/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_179/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_180/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_181/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_182/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_183/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_184/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_185/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_186/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_187/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_188/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_189/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_190/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_191/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_192/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_193/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_194/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_195/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_196/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_197/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_198/Primitives,10,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_199/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_200/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_201/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_202/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_203/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_204/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_205/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_206/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_207/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_208/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_209/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_210/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_211/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_212/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_213/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_214/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_215/Primitives,10,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_216/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_217/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_218/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_219/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_220/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_221/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_222/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_223/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_224/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_225/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_226/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_227/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_228/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_229/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_230/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_231/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_232/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_233/Primitives,10,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_234/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_235/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_236/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_237/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_238/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_239/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_240/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_241/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_242/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_243/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_244/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_245/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_246/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_247/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_248/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_249/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_250/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_251/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_252/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_253/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_254/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_255/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_256/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_257/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_258/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_259/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_260/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_261/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_262/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_263/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_264/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_265/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_266/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_267/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_268/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_269/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_270/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_271/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_272/Primitives,2,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_273/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_274/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_275/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_276/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_277/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_278/Primitives,9,3,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_279/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_280/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_281/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_282/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_283/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_284/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_285/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/MSC_i_286/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_172/Primitives,0,95,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/MSC_i_288/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/MSC_i_289/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/MSC_i_290/Primitives,1,7,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/MSC_i_291/Primitives,333,38,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/Primitives,613,600,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_287/wrtq_b_size_wrtq_b_size_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_292/Primitives,128,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_293/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_294/Primitives,168,141,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_296/MSC_i_297/Primitives,33,19,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_296/MSC_i_297/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_296/MSC_i_297/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_296/Primitives,32,11,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_298/Primitives,93,181,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_301/MSC_i_302/Primitives,131,194,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_301/Primitives,28,24,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/MSC_i_300/MSC_i_303/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/MSC_i_299/Primitives,39,12,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_295/Primitives,88,0,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_304/MSC_i_305/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_306/MSC_i_307/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_309/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_310/MSC_i_311/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_310/Primitives,3,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_312/MSC_i_313/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_312/MSC_i_314/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
PF_DDR4_C0_0/MSC_i_0/MSC_i_1/MSC_i_8/MSC_i_308/MSC_i_312/Primitives,5,3,0,0,0,0,0,0,0,0,0,0
